b'id',b'key',b'value',b'type'
b'957740358',b'housenumber',b'1',b'addr'
b'957740358',b'postcode',b'6330',b'addr'
b'957740358',b'street',b'Toften',b'addr'
b'957740358',b'identifier',b'0A3F508B3A8432B8E0440003BA298018',b'osak'
b'957740358',b'municipality_no',b'580',b'osak'
b'957740358',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740358',b'street_no',b'1878',b'osak'
b'957740358',b'source',b'AWS Web API',b'osak'
b'957740377',b'city',b'Padborg',b'addr'
b'957740377',b'country',b'DK',b'addr'
b'957740377',b'housenumber',b'11',b'addr'
b'957740377',b'postcode',b'6330',b'addr'
b'957740377',b'street',b'Toften',b'addr'
b'957740377',b'identifier',b'0A3F508B3A8E32B8E0440003BA298018',b'osak'
b'957740377',b'municipality_no',b'580',b'osak'
b'957740377',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740377',b'street_no',b'1878',b'osak'
b'957740377',b'source',b'AWS Web API',b'osak'
b'957740397',b'city',b'Padborg',b'addr'
b'957740397',b'country',b'DK',b'addr'
b'957740397',b'housenumber',b'15G',b'addr'
b'957740397',b'postcode',b'6330',b'addr'
b'957740397',b'street',b'Toften',b'addr'
b'957740397',b'identifier',b'0A3F508B3A9832B8E0440003BA298018',b'osak'
b'957740397',b'municipality_no',b'580',b'osak'
b'957740397',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740397',b'street_no',b'1878',b'osak'
b'957740397',b'source',b'AWS Web API',b'osak'
b'957740419',b'city',b'Padborg',b'addr'
b'957740419',b'country',b'DK',b'addr'
b'957740419',b'housenumber',b'30',b'addr'
b'957740419',b'postcode',b'6330',b'addr'
b'957740419',b'street',b'Toften',b'addr'
b'957740419',b'identifier',b'0A3F508B3AA232B8E0440003BA298018',b'osak'
b'957740419',b'municipality_no',b'580',b'osak'
b'957740419',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740419',b'street_no',b'1878',b'osak'
b'957740419',b'source',b'AWS Web API',b'osak'
b'957740442',b'city',b'Padborg',b'addr'
b'957740442',b'country',b'DK',b'addr'
b'957740442',b'housenumber',b'40',b'addr'
b'957740442',b'postcode',b'6330',b'addr'
b'957740442',b'street',b'Toften',b'addr'
b'957740442',b'identifier',b'0A3F508B3AAC32B8E0440003BA298018',b'osak'
b'957740442',b'municipality_no',b'580',b'osak'
b'957740442',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740442',b'street_no',b'1878',b'osak'
b'957740442',b'source',b'AWS Web API',b'osak'
b'957740512',b'city',b'Padborg',b'addr'
b'957740512',b'country',b'DK',b'addr'
b'957740512',b'housenumber',b'50',b'addr'
b'957740512',b'postcode',b'6330',b'addr'
b'957740512',b'street',b'Toften',b'addr'
b'957740512',b'identifier',b'0A3F508B3AB632B8E0440003BA298018',b'osak'
b'957740512',b'municipality_no',b'580',b'osak'
b'957740512',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740512',b'street_no',b'1878',b'osak'
b'957740512',b'source',b'AWS Web API',b'osak'
b'957740568',b'city',b'Padborg',b'addr'
b'957740568',b'country',b'DK',b'addr'
b'957740568',b'housenumber',b'66',b'addr'
b'957740568',b'postcode',b'6330',b'addr'
b'957740568',b'street',b'Toften',b'addr'
b'957740568',b'identifier',b'0A3F508B3AC032B8E0440003BA298018',b'osak'
b'957740568',b'municipality_no',b'580',b'osak'
b'957740568',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740568',b'street_no',b'1878',b'osak'
b'957740568',b'source',b'AWS Web API',b'osak'
b'957740600',b'city',b'Padborg',b'addr'
b'957740600',b'country',b'DK',b'addr'
b'957740600',b'housenumber',b'86',b'addr'
b'957740600',b'postcode',b'6330',b'addr'
b'957740600',b'street',b'Toften',b'addr'
b'957740600',b'identifier',b'0A3F508B3ACA32B8E0440003BA298018',b'osak'
b'957740600',b'municipality_no',b'580',b'osak'
b'957740600',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740600',b'street_no',b'1878',b'osak'
b'957740600',b'source',b'AWS Web API',b'osak'
b'957740611',b'city',b'Padborg',b'addr'
b'957740611',b'country',b'DK',b'addr'
b'957740611',b'housenumber',b'106',b'addr'
b'957740611',b'postcode',b'6330',b'addr'
b'957740611',b'street',b'Toften',b'addr'
b'957740611',b'identifier',b'0A3F508B3AD432B8E0440003BA298018',b'osak'
b'957740611',b'municipality_no',b'580',b'osak'
b'957740611',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740611',b'street_no',b'1878',b'osak'
b'957740611',b'source',b'AWS Web API',b'osak'
b'957740634',b'city',b'Padborg',b'addr'
b'957740634',b'country',b'DK',b'addr'
b'957740634',b'housenumber',b'126',b'addr'
b'957740634',b'postcode',b'6330',b'addr'
b'957740634',b'street',b'Toften',b'addr'
b'957740634',b'identifier',b'0A3F508B3ADE32B8E0440003BA298018',b'osak'
b'957740634',b'municipality_no',b'580',b'osak'
b'957740634',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740634',b'street_no',b'1878',b'osak'
b'957740634',b'source',b'AWS Web API',b'osak'
b'957740951',b'city',b'Padborg',b'addr'
b'957740951',b'country',b'DK',b'addr'
b'957740951',b'housenumber',b'12',b'addr'
b'957740951',b'postcode',b'6330',b'addr'
b'957740951',b'street',b'Nygade',b'addr'
b'957740951',b'identifier',b'0A3F508B347132B8E0440003BA298018',b'osak'
b'957740951',b'municipality_no',b'580',b'osak'
b'957740951',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957740951',b'street_no',b'1211',b'osak'
b'957740951',b'source',b'AWS Web API',b'osak'
b'957740966',b'city',b'Padborg',b'addr'
b'957740966',b'country',b'DK',b'addr'
b'957740966',b'housenumber',b'4',b'addr'
b'957740966',b'postcode',b'6330',b'addr'
b'957740966',b'street',b'Tunneldal',b'addr'
b'957740966',b'identifier',b'2EDDA7579AB71605E0440003BA298018',b'osak'
b'957740966',b'municipality_no',b'580',b'osak'
b'957740966',b'revision',b'2010-10-05T11:59:00',b'osak'
b'957740966',b'street_no',b'1930',b'osak'
b'957740966',b'source',b'AWS Web API',b'osak'
b'957740993',b'city',b'Padborg',b'addr'
b'957740993',b'country',b'DK',b'addr'
b'957740993',b'housenumber',b'9',b'addr'
b'957740993',b'postcode',b'6330',b'addr'
b'957740993',b'street',b'Tunneldal',b'addr'
b'957740993',b'identifier',b'27CDC53259A359D2E0440003BA298018',b'osak'
b'957740993',b'municipality_no',b'580',b'osak'
b'957740993',b'revision',b'2010-10-05T11:59:00',b'osak'
b'957740993',b'street_no',b'1930',b'osak'
b'957740993',b'source',b'AWS Web API',b'osak'
b'957741016',b'city',b'Padborg',b'addr'
b'957741016',b'country',b'DK',b'addr'
b'957741016',b'housenumber',b'13',b'addr'
b'957741016',b'postcode',b'6330',b'addr'
b'957741016',b'street',b'Tunneldal',b'addr'
b'957741016',b'identifier',b'32B79AC4B9640587E0440003BA298018',b'osak'
b'957741016',b'municipality_no',b'580',b'osak'
b'957741016',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741016',b'street_no',b'1930',b'osak'
b'957741016',b'source',b'AWS Web API',b'osak'
b'957741039',b'city',b'Padborg',b'addr'
b'957741039',b'country',b'DK',b'addr'
b'957741039',b'housenumber',b'33',b'addr'
b'957741039',b'postcode',b'6330',b'addr'
b'957741039',b'street',b'Nygade',b'addr'
b'957741039',b'identifier',b'0A3F508B348832B8E0440003BA298018',b'osak'
b'957741039',b'municipality_no',b'580',b'osak'
b'957741039',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741039',b'street_no',b'1211',b'osak'
b'957741039',b'source',b'AWS Web API',b'osak'
b'957741061',b'city',b'Padborg',b'addr'
b'957741061',b'country',b'DK',b'addr'
b'957741061',b'housenumber',b'38',b'addr'
b'957741061',b'postcode',b'6330',b'addr'
b'957741061',b'street',b'Nygade',b'addr'
b'957741061',b'identifier',b'0A3F508B348D32B8E0440003BA298018',b'osak'
b'957741061',b'municipality_no',b'580',b'osak'
b'957741061',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741061',b'street_no',b'1211',b'osak'
b'957741061',b'source',b'AWS Web API',b'osak'
b'957741093',b'city',b'Padborg',b'addr'
b'957741093',b'country',b'DK',b'addr'
b'957741093',b'housenumber',b'45',b'addr'
b'957741093',b'postcode',b'6330',b'addr'
b'957741093',b'street',b'Nygade',b'addr'
b'957741093',b'identifier',b'0A3F508B349432B8E0440003BA298018',b'osak'
b'957741093',b'municipality_no',b'580',b'osak'
b'957741093',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741093',b'street_no',b'1211',b'osak'
b'957741093',b'source',b'AWS Web API',b'osak'
b'957741134',b'city',b'Padborg',b'addr'
b'957741134',b'country',b'DK',b'addr'
b'957741134',b'housenumber',b'57',b'addr'
b'957741134',b'postcode',b'6330',b'addr'
b'957741134',b'street',b'Nygade',b'addr'
b'957741134',b'identifier',b'0A3F508B349F32B8E0440003BA298018',b'osak'
b'957741134',b'municipality_no',b'580',b'osak'
b'957741134',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741134',b'street_no',b'1211',b'osak'
b'957741134',b'source',b'AWS Web API',b'osak'
b'957741160',b'city',b'Padborg',b'addr'
b'957741160',b'country',b'DK',b'addr'
b'957741160',b'housenumber',b'74',b'addr'
b'957741160',b'postcode',b'6330',b'addr'
b'957741160',b'street',b'Nygade',b'addr'
b'957741160',b'identifier',b'0A3F508B34A932B8E0440003BA298018',b'osak'
b'957741160',b'municipality_no',b'580',b'osak'
b'957741160',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741160',b'street_no',b'1211',b'osak'
b'957741160',b'source',b'AWS Web API',b'osak'
b'957741244',b'city',b'Padborg',b'addr'
b'957741244',b'country',b'DK',b'addr'
b'957741244',b'housenumber',b'4F',b'addr'
b'957741244',b'postcode',b'6330',b'addr'
b'957741244',b'street',b'Jernbanegade',b'addr'
b'957741244',b'identifier',b'0A3F508B30BA32B8E0440003BA298018',b'osak'
b'957741244',b'municipality_no',b'580',b'osak'
b'957741244',b'revision',b'2012-07-17T11:59:00',b'osak'
b'957741244',b'street',b'Jernbanegade',b'osak'
b'957741244',b'street_no',b'0758',b'osak'
b'957741244',b'source',b'AWS Web API',b'osak'
b'957741271',b'city',b'Padborg',b'addr'
b'957741271',b'country',b'DK',b'addr'
b'957741271',b'housenumber',b'8B',b'addr'
b'957741271',b'postcode',b'6330',b'addr'
b'957741271',b'street',b'Jernbanegade',b'addr'
b'957741271',b'identifier',b'0A3F508B30C632B8E0440003BA298018',b'osak'
b'957741271',b'municipality_no',b'580',b'osak'
b'957741271',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741271',b'street_no',b'0758',b'osak'
b'957741271',b'source',b'AWS Web API',b'osak'
b'957741293',b'city',b'Padborg',b'addr'
b'957741293',b'country',b'DK',b'addr'
b'957741293',b'housenumber',b'17',b'addr'
b'957741293',b'postcode',b'6330',b'addr'
b'957741293',b'street',b'Jernbanegade',b'addr'
b'957741293',b'identifier',b'0A3F508B30D432B8E0440003BA298018',b'osak'
b'957741293',b'municipality_no',b'580',b'osak'
b'957741293',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741293',b'street_no',b'0758',b'osak'
b'957741293',b'source',b'AWS Web API',b'osak'
b'957741315',b'city',b'Padborg',b'addr'
b'957741315',b'country',b'DK',b'addr'
b'957741315',b'housenumber',b'29',b'addr'
b'957741315',b'postcode',b'6330',b'addr'
b'957741315',b'street',b'Jernbanegade',b'addr'
b'957741315',b'identifier',b'0A3F508B30DF32B8E0440003BA298018',b'osak'
b'957741315',b'municipality_no',b'580',b'osak'
b'957741315',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741315',b'street_no',b'0758',b'osak'
b'957741315',b'source',b'AWS Web API',b'osak'
b'957741345',b'city',b'Padborg',b'addr'
b'957741345',b'country',b'DK',b'addr'
b'957741345',b'housenumber',b'41',b'addr'
b'957741345',b'postcode',b'6330',b'addr'
b'957741345',b'street',b'Jernbanegade',b'addr'
b'957741345',b'identifier',b'0A3F508B30E832B8E0440003BA298018',b'osak'
b'957741345',b'municipality_no',b'580',b'osak'
b'957741345',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741345',b'street_no',b'0758',b'osak'
b'957741345',b'source',b'AWS Web API',b'osak'
b'957741378',b'city',b'Padborg',b'addr'
b'957741378',b'country',b'DK',b'addr'
b'957741378',b'housenumber',b'51A',b'addr'
b'957741378',b'postcode',b'6330',b'addr'
b'957741378',b'street',b'Jernbanegade',b'addr'
b'957741378',b'identifier',b'0A3F508B30F232B8E0440003BA298018',b'osak'
b'957741378',b'municipality_no',b'580',b'osak'
b'957741378',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741378',b'street_no',b'0758',b'osak'
b'957741378',b'source',b'AWS Web API',b'osak'
b'957741523',b'city',b'Padborg',b'addr'
b'957741523',b'country',b'DK',b'addr'
b'957741523',b'housenumber',b'1',b'addr'
b'957741523',b'postcode',b'6330',b'addr'
b'957741523',b'street',b'Tj\xc3\xb8rnevej',b'addr'
b'957741523',b'identifier',b'0A3F508B3A6932B8E0440003BA298018',b'osak'
b'957741523',b'municipality_no',b'580',b'osak'
b'957741523',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741523',b'street_no',b'1869',b'osak'
b'957741523',b'source',b'AWS Web API',b'osak'
b'957741540',b'city',b'Padborg',b'addr'
b'957741540',b'country',b'DK',b'addr'
b'957741540',b'housenumber',b'12',b'addr'
b'957741540',b'postcode',b'6330',b'addr'
b'957741540',b'street',b'Tj\xc3\xb8rnevej',b'addr'
b'957741540',b'identifier',b'0A3F508B3A7332B8E0440003BA298018',b'osak'
b'957741540',b'municipality_no',b'580',b'osak'
b'957741540',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741540',b'street_no',b'1869',b'osak'
b'957741540',b'source',b'AWS Web API',b'osak'
b'957741628',b'city',b'Padborg',b'addr'
b'957741628',b'country',b'DK',b'addr'
b'957741628',b'housenumber',b'7A',b'addr'
b'957741628',b'postcode',b'6330',b'addr'
b'957741628',b'street',b'Vestergade',b'addr'
b'957741628',b'identifier',b'0A3F508B3C5D32B8E0440003BA298018',b'osak'
b'957741628',b'municipality_no',b'580',b'osak'
b'957741628',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741628',b'street_no',b'2140',b'osak'
b'957741628',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957741628',b'source',b'AWS Web API',b'osak'
b'957741638',b'city',b'Padborg',b'addr'
b'957741638',b'country',b'DK',b'addr'
b'957741638',b'housenumber',b'15',b'addr'
b'957741638',b'postcode',b'6330',b'addr'
b'957741638',b'street',b'Vestergade',b'addr'
b'957741638',b'identifier',b'0A3F508B3C6732B8E0440003BA298018',b'osak'
b'957741638',b'municipality_no',b'580',b'osak'
b'957741638',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741638',b'street_no',b'2140',b'osak'
b'957741638',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957741638',b'source',b'AWS Web API',b'osak'
b'957741659',b'city',b'Padborg',b'addr'
b'957741659',b'country',b'DK',b'addr'
b'957741659',b'housenumber',b'18G',b'addr'
b'957741659',b'postcode',b'6330',b'addr'
b'957741659',b'street',b'Vestergade',b'addr'
b'957741659',b'identifier',b'0A3F508B3C7132B8E0440003BA298018',b'osak'
b'957741659',b'municipality_no',b'580',b'osak'
b'957741659',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741659',b'street_no',b'2140',b'osak'
b'957741659',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957741659',b'source',b'AWS Web API',b'osak'
b'957741687',b'city',b'Padborg',b'addr'
b'957741687',b'country',b'DK',b'addr'
b'957741687',b'housenumber',b'29',b'addr'
b'957741687',b'postcode',b'6330',b'addr'
b'957741687',b'street',b'Vestergade',b'addr'
b'957741687',b'identifier',b'0A3F508B3C7B32B8E0440003BA298018',b'osak'
b'957741687',b'municipality_no',b'580',b'osak'
b'957741687',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741687',b'street_no',b'2140',b'osak'
b'957741687',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957741687',b'source',b'AWS Web API',b'osak'
b'957741717',b'city',b'Padborg',b'addr'
b'957741717',b'country',b'DK',b'addr'
b'957741717',b'housenumber',b'43',b'addr'
b'957741717',b'postcode',b'6330',b'addr'
b'957741717',b'street',b'Vestergade',b'addr'
b'957741717',b'identifier',b'0A3F508B3C8632B8E0440003BA298018',b'osak'
b'957741717',b'municipality_no',b'580',b'osak'
b'957741717',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741717',b'street_no',b'2140',b'osak'
b'957741717',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957741717',b'source',b'AWS Web API',b'osak'
b'957741862',b'city',b'Padborg',b'addr'
b'957741862',b'country',b'DK',b'addr'
b'957741862',b'housenumber',b'6',b'addr'
b'957741862',b'postcode',b'6330',b'addr'
b'957741862',b'street',b'Buskh\xc3\xb8jvej',b'addr'
b'957741862',b'identifier',b'0A3F508B2A3432B8E0440003BA298018',b'osak'
b'957741862',b'municipality_no',b'580',b'osak'
b'957741862',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741862',b'street_no',b'0210',b'osak'
b'957741862',b'source',b'AWS Web API',b'osak'
b'957741884',b'city',b'Padborg',b'addr'
b'957741884',b'country',b'DK',b'addr'
b'957741884',b'housenumber',b'18',b'addr'
b'957741884',b'postcode',b'6330',b'addr'
b'957741884',b'street',b'Buskh\xc3\xb8jvej',b'addr'
b'957741884',b'identifier',b'0A3F508B2A3E32B8E0440003BA298018',b'osak'
b'957741884',b'municipality_no',b'580',b'osak'
b'957741884',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741884',b'street_no',b'0210',b'osak'
b'957741884',b'source',b'AWS Web API',b'osak'
b'957741904',b'city',b'Padborg',b'addr'
b'957741904',b'country',b'DK',b'addr'
b'957741904',b'housenumber',b'30',b'addr'
b'957741904',b'postcode',b'6330',b'addr'
b'957741904',b'street',b'Buskh\xc3\xb8jvej',b'addr'
b'957741904',b'identifier',b'0A3F508B2A4832B8E0440003BA298018',b'osak'
b'957741904',b'municipality_no',b'580',b'osak'
b'957741904',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741904',b'street_no',b'0210',b'osak'
b'957741904',b'source',b'AWS Web API',b'osak'
b'957741921',b'city',b'Padborg',b'addr'
b'957741921',b'country',b'DK',b'addr'
b'957741921',b'housenumber',b'39',b'addr'
b'957741921',b'postcode',b'6330',b'addr'
b'957741921',b'street',b'Buskh\xc3\xb8jvej',b'addr'
b'957741921',b'identifier',b'0A3F508B2A5232B8E0440003BA298018',b'osak'
b'957741921',b'municipality_no',b'580',b'osak'
b'957741921',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957741921',b'street_no',b'0210',b'osak'
b'957741921',b'source',b'AWS Web API',b'osak'
b'957742068',b'city',b'Padborg',b'addr'
b'957742068',b'country',b'DK',b'addr'
b'957742068',b'housenumber',b'4',b'addr'
b'957742068',b'postcode',b'6330',b'addr'
b'957742068',b'street',b'Tv\xc3\xa6rgade',b'addr'
b'957742068',b'identifier',b'0A3F508B3B3032B8E0440003BA298018',b'osak'
b'957742068',b'municipality_no',b'580',b'osak'
b'957742068',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957742068',b'street_no',b'1934',b'osak'
b'957742068',b'source',b'AWS Web API',b'osak'
b'957742221',b'city',b'Padborg',b'addr'
b'957742221',b'country',b'DK',b'addr'
b'957742221',b'housenumber',b'2',b'addr'
b'957742221',b'postcode',b'6330',b'addr'
b'957742221',b'street',b'Toldbodvej',b'addr'
b'957742221',b'identifier',b'0A3F508B3AE232B8E0440003BA298018',b'osak'
b'957742221',b'municipality_no',b'580',b'osak'
b'957742221',b'revision',b'2009-11-06T11:59:00',b'osak'
